employer_id,employer_name,employer_site,industry_id,industry_name
1747017.0,Колтач Солюшнс,,7,"Информационные технологии, системная интеграция, интернет"
553714.0,Нотамедиа,,7,"Информационные технологии, системная интеграция, интернет"
5402.0,НЕОЛАНТ,,7,"Информационные технологии, системная интеграция, интернет"
1554.0,Infosuite,,7,"Информационные технологии, системная интеграция, интернет"
3289100.0,Медиа Бокс,,7,"Информационные технологии, системная интеграция, интернет"
2353123.0,Инфотех Груп,,7,"Информационные технологии, системная интеграция, интернет"
934019.0,ТекФорс Инжиниринг,,7,"Информационные технологии, системная интеграция, интернет"
1053428.0,Roundme,,7,"Информационные технологии, системная интеграция, интернет"
934019.0,ТекФорс Инжиниринг,,7,"Информационные технологии, системная интеграция, интернет"
2618807.0,Региональный центр информационной безопасности,,7,"Информационные технологии, системная интеграция, интернет"
1300820.0,Double Data,,7,"Информационные технологии, системная интеграция, интернет"
2470951.0,SKU Grid,,7,"Информационные технологии, системная интеграция, интернет"
2700524.0,АРИЛАН,,7,"Информационные технологии, системная интеграция, интернет"
1931419.0,LPmotor,,7,"Информационные технологии, системная интеграция, интернет"
2253456.0,Pentestit,,7,"Информационные технологии, системная интеграция, интернет"
2942396.0,СтандартПроект,,7,"Информационные технологии, системная интеграция, интернет"
656166.0,NGENIX,,7,"Информационные технологии, системная интеграция, интернет"
913002.0,Nixys,,7,"Информационные технологии, системная интеграция, интернет"
1747017.0,Колтач Солюшнс,,7,"Информационные технологии, системная интеграция, интернет"
1577832.0,ONDOC,,7,"Информационные технологии, системная интеграция, интернет"
1577832.0,ONDOC,,7,"Информационные технологии, системная интеграция, интернет"
2276869.0,EFSOL,,7,"Информационные технологии, системная интеграция, интернет"
748699.0,Компания АНТ-ХИЛЛ,,7,"Информационные технологии, системная интеграция, интернет"
5402.0,НЕОЛАНТ,,7,"Информационные технологии, системная интеграция, интернет"
745841.0,AgileFusion,,7,"Информационные технологии, системная интеграция, интернет"
934019.0,ТекФорс Инжиниринг,,7,"Информационные технологии, системная интеграция, интернет"
913233.0,Инфоматика,,7,"Информационные технологии, системная интеграция, интернет"
1573351.0,СПЛАТ,,7,"Информационные технологии, системная интеграция, интернет"
1054705.0,Информационные Технологии Бизнеса,,7,"Информационные технологии, системная интеграция, интернет"
588914.0,Aviasales.ru,,7,"Информационные технологии, системная интеграция, интернет"
1050345.0,Латера,,7,"Информационные технологии, системная интеграция, интернет"
5402.0,НЕОЛАНТ,,7,"Информационные технологии, системная интеграция, интернет"
1230690.0,CSSSR,,7,"Информационные технологии, системная интеграция, интернет"
748699.0,Компания АНТ-ХИЛЛ,,7,"Информационные технологии, системная интеграция, интернет"
163362.0,Очень Интересно,,7,"Информационные технологии, системная интеграция, интернет"
1525202.0,Roistat,,7,"Информационные технологии, системная интеграция, интернет"
9281.0,JetBrains,,7,"Информационные технологии, системная интеграция, интернет"
9281.0,JetBrains,,7,"Информационные технологии, системная интеграция, интернет"
1525202.0,Roistat,,7,"Информационные технологии, системная интеграция, интернет"
9281.0,JetBrains,,7,"Информационные технологии, системная интеграция, интернет"
9281.0,JetBrains,,7,"Информационные технологии, системная интеграция, интернет"
9281.0,JetBrains,,7,"Информационные технологии, системная интеграция, интернет"
903500.0,WebElement,,7,"Информационные технологии, системная интеграция, интернет"
9281.0,JetBrains,,7,"Информационные технологии, системная интеграция, интернет"
9281.0,JetBrains,,7,"Информационные технологии, системная интеграция, интернет"
9281.0,JetBrains,,7,"Информационные технологии, системная интеграция, интернет"
835684.0,Уфимский НТЦ,,7,"Информационные технологии, системная интеграция, интернет"
9281.0,JetBrains,,7,"Информационные технологии, системная интеграция, интернет"
9281.0,JetBrains,,7,"Информационные технологии, системная интеграция, интернет"
9281.0,JetBrains,,7,"Информационные технологии, системная интеграция, интернет"
2321350.0,Админ,,7,"Информационные технологии, системная интеграция, интернет"
1142006.0,ИТ-Грандс,,7,"Информационные технологии, системная интеграция, интернет"
80190.0,Технологика,,7,"Информационные технологии, системная интеграция, интернет"
1417124.0,Арвью,,7,"Информационные технологии, системная интеграция, интернет"
629142.0,Сателлит Инновация,,7,"Информационные технологии, системная интеграция, интернет"
3177.0,Первый БИТ,,7,"Информационные технологии, системная интеграция, интернет"
816.0,MERLION,,7,"Информационные технологии, системная интеграция, интернет"
3177.0,Первый БИТ,,7,"Информационные технологии, системная интеграция, интернет"
3177.0,Первый БИТ,,7,"Информационные технологии, системная интеграция, интернет"
3177.0,Первый БИТ,,7,"Информационные технологии, системная интеграция, интернет"
78638.0,Тинькофф,,7,"Информационные технологии, системная интеграция, интернет"
906557.0,Сбербанк - Технологии,,7,"Информационные технологии, системная интеграция, интернет"
1084619.0,RealtimeBoard,,7,"Информационные технологии, системная интеграция, интернет"
798264.0,К12,,7,"Информационные технологии, системная интеграция, интернет"
1539356.0,Солантек,,7,"Информационные технологии, системная интеграция, интернет"
4080.0,Accenture,,7,"Информационные технологии, системная интеграция, интернет"
606743.0,Фабрикант.ру,,7,"Информационные технологии, системная интеграция, интернет"
42600.0,NAUMEN,,7,"Информационные технологии, системная интеграция, интернет"
1417124.0,Арвью,,7,"Информационные технологии, системная интеграция, интернет"
380.0,Группа Компаний КомпьюЛинк,,7,"Информационные технологии, системная интеграция, интернет"
864553.0,Aurigma,,7,"Информационные технологии, системная интеграция, интернет"
1861.0,Системные Технологии,,7,"Информационные технологии, системная интеграция, интернет"
3177.0,Первый БИТ,,7,"Информационные технологии, системная интеграция, интернет"
2501719.0,СПОРТТЕХКОНСАЛТ,,7,"Информационные технологии, системная интеграция, интернет"
1417627.0,ФОРМОЗА,,7,"Информационные технологии, системная интеграция, интернет"
591923.0,MobileUp,,7,"Информационные технологии, системная интеграция, интернет"
3177.0,Первый БИТ,,7,"Информационные технологии, системная интеграция, интернет"
2626934.0,LionsDigital.Pro,,7,"Информационные технологии, системная интеграция, интернет"
882.0,1С,,7,"Информационные технологии, системная интеграция, интернет"
113953.0,ELMA,,7,"Информационные технологии, системная интеграция, интернет"
232718.0,Иннова,,7,"Информационные технологии, системная интеграция, интернет"
728292.0,СПбИАЦ,,7,"Информационные технологии, системная интеграция, интернет"
232718.0,Иннова,,7,"Информационные технологии, системная интеграция, интернет"
78638.0,Тинькофф,,7,"Информационные технологии, системная интеграция, интернет"
3177.0,Первый БИТ,,7,"Информационные технологии, системная интеграция, интернет"
1122462.0,Skyeng,,7,"Информационные технологии, системная интеграция, интернет"
1122462.0,Skyeng,,7,"Информационные технологии, системная интеграция, интернет"
360319.0,"Софт-Сервис, Группа Компаний",,7,"Информационные технологии, системная интеграция, интернет"
916593.0,Платежный,,7,"Информационные технологии, системная интеграция, интернет"
1666189.0,МедиаСофт,,7,"Информационные технологии, системная интеграция, интернет"
1122462.0,Skyeng,,7,"Информационные технологии, системная интеграция, интернет"
4585.0,ЦРТ | Группа компаний,,7,"Информационные технологии, системная интеграция, интернет"
172.0,1C-Рарус,,7,"Информационные технологии, системная интеграция, интернет"
1512281.0,«Аксиома-Софт»,,7,"Информационные технологии, системная интеграция, интернет"
882.0,1С,,7,"Информационные технологии, системная интеграция, интернет"
3177.0,Первый БИТ,,7,"Информационные технологии, системная интеграция, интернет"
15092.0,Veeam Software,,7,"Информационные технологии, системная интеграция, интернет"
882.0,1С,,7,"Информационные технологии, системная интеграция, интернет"
771552.0,ХайТэк Девелопмент Групп,,7,"Информационные технологии, системная интеграция, интернет"
8620.0,Rambler&Co,,7,"Информационные технологии, системная интеграция, интернет"
1122462.0,Skyeng,,7,"Информационные технологии, системная интеграция, интернет"
1122462.0,Skyeng,,7,"Информационные технологии, системная интеграция, интернет"
1122462.0,Skyeng,,7,"Информационные технологии, системная интеграция, интернет"
1122462.0,Skyeng,,7,"Информационные технологии, системная интеграция, интернет"
1122462.0,Skyeng,,7,"Информационные технологии, системная интеграция, интернет"
360319.0,"Софт-Сервис, Группа Компаний",,7,"Информационные технологии, системная интеграция, интернет"
246739.0,Haulmont,,7,"Информационные технологии, системная интеграция, интернет"
2250429.0,АГРО24,,7,"Информационные технологии, системная интеграция, интернет"
1068792.0,Группа Компаний Автоматизация учета,,7,"Информационные технологии, системная интеграция, интернет"
42600.0,NAUMEN,,7,"Информационные технологии, системная интеграция, интернет"
1666189.0,МедиаСофт,,7,"Информационные технологии, системная интеграция, интернет"
42600.0,NAUMEN,,7,"Информационные технологии, системная интеграция, интернет"
41862.0,СКБ Контур,,7,"Информационные технологии, системная интеграция, интернет"
41862.0,СКБ Контур,,7,"Информационные технологии, системная интеграция, интернет"
1417124.0,Арвью,,7,"Информационные технологии, системная интеграция, интернет"
1931419.0,LPmotor,,7,"Информационные технологии, системная интеграция, интернет"
78638.0,Тинькофф,,7,"Информационные технологии, системная интеграция, интернет"
8620.0,Rambler&Co,,7,"Информационные технологии, системная интеграция, интернет"
919498.0,Deus Craft,,7,"Информационные технологии, системная интеграция, интернет"
864553.0,Aurigma,,7,"Информационные технологии, системная интеграция, интернет"
934019.0,ТекФорс Инжиниринг,,7,"Информационные технологии, системная интеграция, интернет"
240410.0,Maxima,,7,"Информационные технологии, системная интеграция, интернет"
896766.0,"Информ-Системы, ГК",,7,"Информационные технологии, системная интеграция, интернет"
1641540.0,Deutsche Bank Technology Center,,7,"Информационные технологии, системная интеграция, интернет"
6004.0,Nexign (АО «Петер-Сервис»),,7,"Информационные технологии, системная интеграция, интернет"
163362.0,Очень Интересно,,7,"Информационные технологии, системная интеграция, интернет"
2321350.0,Админ,,7,"Информационные технологии, системная интеграция, интернет"
180919.0,SmartHead,,7,"Информационные технологии, системная интеграция, интернет"
1877904.0,Exactpro,,7,"Информационные технологии, системная интеграция, интернет"
136395.0,Shortcut,,7,"Информационные технологии, системная интеграция, интернет"
6004.0,Nexign (АО «Петер-Сервис»),,7,"Информационные технологии, системная интеграция, интернет"
41862.0,СКБ Контур,,7,"Информационные технологии, системная интеграция, интернет"
1740.0,Яндекс,,7,"Информационные технологии, системная интеграция, интернет"
2855036.0,TechSolutions,,7,"Информационные технологии, системная интеграция, интернет"
3177.0,Первый БИТ,,7,"Информационные технологии, системная интеграция, интернет"
788349.0,Правовед.RU,,7,"Информационные технологии, системная интеграция, интернет"
789662.0,SEMrush,,7,"Информационные технологии, системная интеграция, интернет"
560625.0,Субконто,,7,"Информационные технологии, системная интеграция, интернет"
3177.0,Первый БИТ,,7,"Информационные технологии, системная интеграция, интернет"
1641540.0,Deutsche Bank Technology Center,,7,"Информационные технологии, системная интеграция, интернет"
709383.0,Rubius,,7,"Информационные технологии, системная интеграция, интернет"
1141909.0,Web++,,7,"Информационные технологии, системная интеграция, интернет"
814877.0,Открытая Студия,,7,"Информационные технологии, системная интеграция, интернет"
923083.0,ROCKSTONE,,7,"Информационные технологии, системная интеграция, интернет"
845413.0,СИАМ консалтинг,,7,"Информационные технологии, системная интеграция, интернет"
27937.0,Align Technology Inc,,7,"Информационные технологии, системная интеграция, интернет"
78638.0,Тинькофф,,7,"Информационные технологии, системная интеграция, интернет"
63225.0,Mail.Ru Group/ВКонтакте,,7,"Информационные технологии, системная интеграция, интернет"
2734147.0,KMA.BIZ,,7,"Информационные технологии, системная интеграция, интернет"
647730.0,Аллока Медиа,,7,"Информационные технологии, системная интеграция, интернет"
